0006|test_0006_SET_case01|tests/00_check_setup/test_01_setup.py::test_0006_SET_case01|PASSED|0.004323|sanity
0008|test_0008_SET_match_raises|tests/00_check_setup/test_01_setup.py::test_0008_SET_match_raises|PASSED|0.000388|
0009|test_0009_SET_simple_case[1-2]|tests/00_check_setup/test_01_setup.py::TestClassSetup::test_0009_SET_simple_case[1-2]|PASSED|0.000181|
0009|test_0009_SET_simple_case[3-4]|tests/00_check_setup/test_01_setup.py::TestClassSetup::test_0009_SET_simple_case[3-4]|PASSED|0.000202|
0230|test_0230_PRM_square[4]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_0.py::test_0230_PRM_square[4]|PASSED|0.000215|parametrize
0230|test_0230_PRM_square[5]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_0.py::test_0230_PRM_square[5]|PASSED|0.000192|parametrize
0231|test_0231_PRM_square[1-1]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_1.py::test_0231_PRM_square[1-1]|PASSED|0.000181|parametrize
0231|test_0231_PRM_square[2-4]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_1.py::test_0231_PRM_square[2-4]|PASSED|0.00023|parametrize
0231|test_0231_PRM_square[3-9]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_1.py::test_0231_PRM_square[3-9]|PASSED|0.000179|parametrize
0236|test_0236_PRM_pow[6-3]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_2.py::test_0236_PRM_pow[6-3]|PASSED|0.000198|parametrize-parametrize
0237|test_0237_PRM_square[1]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_3.py::test_0237_PRM_square[1]|PASSED|0.000232|parametrize
0237|test_0237_PRM_square[2]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_3.py::test_0237_PRM_square[2]|PASSED|0.000167|parametrize
0237|test_0237_PRM_square[4]|tests/02_py_coffee/01_marks/02_parametrize/test_parametrize_3.py::test_0237_PRM_square[4]|PASSED|0.00013|parametrize
0243|test_0243_FXT_square|tests/02_py_coffee/02_fixtures/00_basic_fixtures/test_fixtures_1.py::test_0243_FXT_square|PASSED|0.00021|
0244|test_0244_FXT_square|tests/02_py_coffee/02_fixtures/00_basic_fixtures/test_fixtures_2.py::test_0244_FXT_square|PASSED|0.00022|
0245|test_0245_FXT_cube|tests/02_py_coffee/02_fixtures/00_basic_fixtures/test_fixtures_2.py::test_0245_FXT_cube|PASSED|0.000158|
0252|test_0252_CNF_square|tests/02_py_coffee/02_fixtures/01_conftest/test_conftest_0.py::test_0252_CNF_square|PASSED|0.000937|
0250|test_0250_CNF_square|tests/02_py_coffee/02_fixtures/01_conftest/test_conftest_1/test_conftest_1.py::test_0250_CNF_square|PASSED|0.000242|
0086|test_0086_sum[4]|tests/02_py_coffee/02_fixtures/02_param_forwarding_NOT_USED/test_param_forwarding_0/test_param_forwarding.py::test_0086_sum[4]|PASSED|0.000233|parametrize
0086|test_0086_sum[5]|tests/02_py_coffee/02_fixtures/02_param_forwarding_NOT_USED/test_param_forwarding_0/test_param_forwarding.py::test_0086_sum[5]|PASSED|0.000187|parametrize
0087|test_0087_square|tests/02_py_coffee/02_fixtures/03_yield_fixture/test_yield_fixtures.py::test_0087_square|PASSED|0.000929|
0088|test_0088_um[1]|tests/02_py_coffee/02_fixtures/indirect_params/test_indirect_params.py::test_0088_um[1]|PASSED|0.000233|parametrize
0260|test_0260_CHE_square|tests/02_py_coffee/04_caches/00_basic_caches/test_caches.py::test_0260_CHE_square|PASSED|0.000196|
0270|test_0270_PLG_sleep[0]|tests/02_py_coffee/05_plugins/00_xdist/test_parallel.py::test_0270_PLG_sleep[0]|PASSED|1.007704|parametrize
0270|test_0270_PLG_sleep[1]|tests/02_py_coffee/05_plugins/00_xdist/test_parallel.py::test_0270_PLG_sleep[1]|PASSED|1.031991|parametrize
0270|test_0270_PLG_sleep[2]|tests/02_py_coffee/05_plugins/00_xdist/test_parallel.py::test_0270_PLG_sleep[2]|PASSED|1.117215|parametrize
0200|test_0200_dynamic_id[chromium]|tests/20_playwright/ui_testing_playground/test_07_class_attr.py::test_0200_dynamic_id[chromium]|PASSED|1.079622|
0202|test_0202_hidden_layer[chromium]|tests/20_playwright/ui_testing_playground/test_09_hidden_layer.py::test_0202_hidden_layer[chromium]|PASSED|2.984479|
500|test_deposit_500_into_account|tests/50_pwe_bdd/tests/step_definitions/test_01_bank_transactions.py::test_deposit_500_into_account|PASSED|0.006069|usefixtures-deposit-banking
